id,language,language_name,article_title,subdomain,question,reference_answer,source_url,model_answer,hallucinated,hallucination_score
th_________________003,th,Thai,อัตราแลกเปลี่ยน,General Finance,บทบาทของ อัตราแลกเปลี่ยน คืออะไร?,แต่ละประเทศจะกำหนดระบบอัตราแลกเปลี่ยนที่จะใช้กับสกุลเงินของตน ตัวอย่างเช่น สกุลเงินอาจเป็นแบบลอยตัว แบบตรึงราคา  หรือแบบผสม รัฐบาลสามารถกำหนดข้อจำกัดและการควบคุมอัตราแลกเปลี่ยนได้ นอกจากนี้ ประเทศต่าง ๆ อาจมีสกุลเงินที่แข็งค่าหรืออ่อนค่าได้เช่นกัน ยังไม่มีข้อตกลงในเอกสารทางเศรษฐศาสตร์เกี่ยวกับนโยบายอัตราแลกเปลี่ยนของประเทศที่เหมาะสมที่สุด (ต่างจากในเรื่องการค้าที่การค้าเสรีถือว่าเหมาะสมที่สุด) แต่ระบบอัตราแลกเปลี่ยนของประเทศสะท้อนถึงปัจจัยทางการเมือง,https://th.wikipedia.org/wiki/อัตราแลกเปลี่ยน,,,
th_________________004,th,Thai,อัตราแลกเปลี่ยน,General Finance,อัตราแลกเปลี่ยน คืออะไร?,ในระบบอัตราแลกเปลี่ยนแบบลอยตัว อัตราแลกเปลี่ยนจะถูกกำหนดโดยตลาดแลกเปลี่ยนต่างประเทศ ซึ่งเปิดกว้างสำหรับผู้ซื้อและผู้ขายหลากหลายประเภท และมีการซื้อขายสกุลเงินอย่างต่อเนื่องตลอด 24 ชั่วโมง ยกเว้นวันหยุดสุดสัปดาห์ (เช่น ซื้อขายตั้งแต่เวลา 20.15 น. GMT ของวันอาทิตย์ จนถึงเวลา 22:00 น. GMT ของวันศุกร์) อัตราแลกเปลี่ยนแบบจุดคืออัตราแลกเปลี่ยนปัจจุบัน ในขณะที่อัตราแลกเปลี่ยนแบบล่วงหน้าคืออัตราแลกเปลี่ยนที่เสนอซื้อขายในวันนี้ แต่สำหรับการส่งมอบและการชำระเงินในวันที่กำหนดในอนาคต,https://th.wikipedia.org/wiki/อัตราแลกเปลี่ยน,,,
th_________________005,th,Thai,อัตราแลกเปลี่ยน,General Finance,บทบาทของ อัตราแลกเปลี่ยน คืออะไร?,ในตลาดแลกเปลี่ยนเงินตราปลีก ผู้รับแลกเงินตราจะเสนอราคาซื้อและราคาขายที่แตกต่างกัน โดยการแลกเปลี่ยนส่วนใหญ่จะเป็นการซื้อหรือขายสกุลเงินท้องถิ่น ซึ่งอัตราซื้อคืออัตราที่ผู้รับแลกเงินจะซื้อเงินตราต่างประเทศจากลูกค้า และอัตราขายก็คืออัตราที่ผู้รับแลกเงินจะขายสกุลเงินนั้น ๆ ให้กับลูกค้า อัตราที่เสนอจะมีการรวมค่าเผื่อสำหรับส่วนต่าง  ของผู้รับแลกเงินตราไว้ในการซื้อขาย หรืออาจมีการเก็บส่วนต่างนี้ในรูปของค่าคอมมิชชันหรือวิธีอื่น นอกจากนี้ อาจมีการเสนออัตราที่แตกต่างกันสำหรับการแลกเปลี่ยนในรูปแบบเงินสด ธุรกรรมเอกสาร หรือการโอนเงินทางอิเล็กทรอนิกส์ อัตราที่สูงกว่าสำหรับธุรกรรมเอกสารได้รับการอ้างเหตุผลว่าเป็นการชดเชยเวลาและต้นทุนที่เพิ่มขึ้นในการจัดการเอกสาร ในทางกลับกัน แม้ว่าเงินสดจะสามารถนำไปขายต่อได้ทันที แต่ก็มีค่าใช้จ่ายด้านความปลอดภัย การจัดเก็บ การขนส่ง และค่าใช้จ่ายในการผูกเงินทุนไว้ในสต็อกธนบัตร,https://th.wikipedia.org/wiki/อัตราแลกเปลี่ยน,,,
th____________000,th,Thai,การว่างงาน,Personal Finance,การว่างงาน คืออะไร?,สาเหตุของการว่างงานเป็นที่ถกเถียงกันอย่างหนัก เศรษฐศาสตร์คลาสสิก เศรษฐศาสตร์คลาสสิกใหม่ และเศรษฐศาสตร์สำนักออสเตรียแย้งว่ากลไกตลาดเป็นวิธีที่น่าเชื่อถือในการแก้ไขปัญหาการว่างงาน ทฤษฎีข้างต้นคัดค้านการแทรกแซงที่กำหนดต่อตลาดแรงงานจากภายนอก เช่น การจัดตั้งสหภาพแรงาน กฎทำงานระบบข้าราชการประจำ กฎหมายค่าแรงขั้นต่ำ ภาษีและการวางระเบียบอื่นซึ่งพวกเขาอ้างว่าขัดขวางการจ้างคนงาน เศรษฐศาสตร์แบบเคนส์เน้นย้ำสภาพวัฏจักรของการว่างงานและแนะนำให้รัฐบาลแทรกแซงตลาดแรงงานในเศรษฐกิจที่ทฤษฎีอ้างว่าจะลดการว่างงานระหว่างภาวะเศรษฐกิจตกต่ำ แบบจำลองเคนส์แนะนำให้รัฐบาลแทรกแซงซึ่งออกแบบมาเพื่อเพิ่มอุปสงค์สำหรับแรงงาน รวมทั้งสิ่งจูงใจทางการเงิน การสร้างงานที่ใช้งบประมาณสาธารณะและนโยบายการคลังแบบขยายตัว จอห์น เมย์นาร์ด เคนส์ นักเศรษฐศาสตร์ซึ่งเป็นบิดาทฤษฎีดังกล่าว เชื่อว่าสาเหตุรากเหง้าของการว่างงานคือความประสงค์ของนักลงทุนที่จะเอาเงินมากขึ้นแทนผลิตผลิตภัณฑ์เพิ่มขึ้น ซึ่งเป็นไปไม่ได้หากปราศจากหน่วยานสาธารณะผลิตเงินเพิ่ม ทฤษฎีกลุ่มที่สามเน้นความจำเป็นสำหรับากรมีอุปสงค์ทุนและการลงทุนอย่างเสถียรเพื่อรักษาการจ้างงานเต็มที่ ในมุมมองนี้ รัฐบาลควรรับประกันการจ้างงานเต็มผ่านนโยบายการเงิน นโยบายการคลังและนโยบายการค้า ตัวอย่างเช่น ในรัฐบัญญัติการจ้างงานสหรัฐ ค.ศ. 1946 โดยการถ่วงดุลภาคเอกชนหรือความผันผวนของการลงทุนการค้า และลดความไม่เสมอภาค,https://th.wikipedia.org/wiki/การว่างงาน,,,
th____________001,th,Thai,การว่างงาน,General Finance,บทบาทของ การว่างงาน คืออะไร?,นอกจากทฤษฎีการว่างงานแล้ว ยังมีการแบ่งหมวดการว่างงานอยู่บ้างซึ่งใช้แบบจำลองที่แม่นยำมากกว่าเพื่อสร้างแบบจำลองผลของการว่างงานในระบบเศรษฐกิจ การว่างงานหลักบางประเภท เช่น การว่างงานเชิงโครงสร้างและการว่างงานแบบเสียดทาน เช่นการว่างงานวัฏจักร การว่างงานโดยไม่สมัครใจ และการว่างงานคลาสสิก การว่างงานเชิโครสร้างเน้นปัญหารากฐานในเศรษฐกิจและความด้อยประสิทธิภาพที่พบในตลาดแรงงานเอง รวมทั้งความไม่สมดุลระหว่างอุปสงค์และอุปทานสำหรับผู้ใช้แรงงานที่มีชุดทักษะที่จำเป็น การให้เหตุผลเชิงโครงสร้างเน้นสาเหตุและทางแก้ไขที่เกี่ยวข้องกับเทคโนโลยีที่รบกวนและโลกาภิวัฒน์ การอภิปรายเกี่ยวกับการว่างงานแบบเสียดทานเน้นการตัดสินใจโดยสมัครใจให้ทำงานโดยตั้งอยู่บนการให้คุณค่างานของตนของปัจเจกบุคคล และว่าวิธีดังกล่าวเปรียบเทียบกับอตราค่าจ้างปัจจุบันบวกกับเวลาและความพยายามที่จำเป็นเพื่อหางาน สาเหตุและทางแก้สำหรับการว่างงานแบบเสียดทานมักเน้นขีดแบ่งการรับเข้าทำงานและอัตราค่าจ้าง,https://th.wikipedia.org/wiki/การว่างงาน,,,
th____________002,th,Thai,การว่างงาน,General Finance,การว่างงาน คืออะไร?,อัตราการว่างงานเป็นการวัดความชุกของการว่างงานและคำนวณเป็นร้อยละโดยหารจำนวนปัจเจกบุคคลว่างงานด้วยปัจเจกบุคคลทั้หมดที่ปัจจุบันอยู่ในกำลังแรงงาน ระหว่างช่วงภาวะเศรษฐกิจตกต่ำ เศรษฐกิจอาจประสบอัตราการว่างงานค่อนข้างสูง ประมาณ 6% ของกำลังแรงงานทั่วโลกว่างงานในปี 2555,https://th.wikipedia.org/wiki/การว่างงาน,,,
th_____________000,th,Thai,ภาษีเงินได้,General Finance,ภาษีเงินได้ คืออะไร?,ภาษีเงินได้  คือ ภาษีที่เรียกเก็บจากบุคคลหรือนิติบุคคล  โดยพิจารณาจากรายได้ หรือกำไรที่ได้รับ  โดยทั่วไปการคำนวณภาษีเงินได้จะได้มาจากผลคูณของอัตราภาษีกับเงินได้พึงประเมิน ทั้งนี้ อัตราภาษีอาจแตกต่างกันไปตามประเภทหรือคุณลักษณะของผู้เสียภาษี รวมถึงประเภทของรายได้,https://th.wikipedia.org/wiki/ภาษีเงินได้,,,
th_____________001,th,Thai,ภาษีเงินได้,General Finance,บทบาทของ ภาษีเงินได้ คืออะไร?,"อัตราภาษีอาจเพิ่มสูงขึ้นตามจำนวนเงินได้พึงประเมินที่เพิ่มขึ้น  ภาษีที่เรียกเก็บจากบริษัทมักเรียกว่า ภาษีเงินได้นิติบุคคล และโดยทั่วไปจะเรียกเก็บในอัตราคงที่ ส่วนรายได้ของบุคคลธรรมดามักถูกจัดเก็บในอัตราก้าวหน้า ซึ่งอัตราภาษีที่ใช้กับรายได้แต่ละส่วนที่เพิ่มขึ้นจะสูงขึ้นตามลำดับ (เช่น รายได้ 10,000 เหรียญแรกเสียภาษี 0% และ 10,000 เหรียญถัดไปเสียภาษี 1% เป็นต้น) เขตอำนาจศาลส่วนใหญ่มักยกเว้นภาษีให้แก่องค์กรการกุศลในท้องถิ่น นอกจากนี้ รายได้จากการลงทุนอาจถูกจัดเก็บในอัตราที่แตกต่างกัน  รายได้ประเภทอื่น และอาจมีการอนุญาตให้ใช้เครดิตภาษีรูปแบบต่าง ๆ เพื่อช่วยลดภาระภาษีได้ ในบางเขตอำนาจศาลอาจมีการเรียกเก็บภาษีเงินได้หรือภาษีที่คำนวณจากฐานรายได้ทางเลือกอื่น โดยจะเลือกเก็บจากจำนวนที่สูงกว่า",https://th.wikipedia.org/wiki/ภาษีเงินได้,,,
th______________000,th,Thai,การประกันภัย,Personal Finance,การประกันภัย คืออะไร?,"การประกันจักต้องผ่านกระบวนการพิจารณารับประกัน  เพื่อผู้รับประกันจักประเมินความเสี่ยงล่วงหน้าของ บุคคล, กลุ่มบุคคล หรือ ทรัพย์สิน นั้นๆ พร้อมกำหนด รายละเอียดความคุ้มครอง และค่าเบี้ยประกัน ผู้รับประกันอาจรับประกัน โดยแบ่งความเสี่ยงมาส่วนหนึ่ง หรือ ปฏิเสธ หากความเสี่ยงนั้นไม่อาจรับได้ หรือ ผู้รับประกันอาจรับประกันโดยเพิ่มอัตราเบี้ยพิเศษ เพื่อให้สามารถครอบคลุมความเสียหายที่อาจเกิดขึ้นในอนาคต",https://th.wikipedia.org/wiki/การประกันภัย,,,
th________________000,th,Thai,พันธบัตรรัฐบาล,General Finance,พันธบัตรรัฐบาล คืออะไร?,ยกตัวอย่างเช่น ผู้ถือหุ้นกู้ได้ลงทุนจำนวนเงิน 2 หมื่นดอลลาร์สหรัฐ  เข้าไปยังพันธบัตรรัฐบาลที่มีอายุ 10 ปี พร้อมด้วยจ่ายค่าดอกเบี้ยเป็นรายปี 10%; รัฐบาลจะจ่ายผู้ถือหุ้นกู้ 10% ของจำนวนเงิน 2 หมื่นดอลลาร์สหรัฐต่อปี ในวันที่ครบกำหนด รัฐบาลจะคืนเงินจำนวน 2 หมื่นดอลลาร์สหรัฐตามเดิม,https://th.wikipedia.org/wiki/พันธบัตรรัฐบาล,,,
th_____________________000,th,Thai,ธนาคารแห่งประเทศไทย,General Finance,ธนาคารแห่งประเทศไทย คืออะไร?,จัดตั้งขึ้นโดยพระราชบัญญัติธนาคารแห่งประเทศไทย พ.ศ. 2485 เปิดดำเนินการครั้งแรกเมื่อวันที่ 10 ธันวาคม พ.ศ. 2485 ธนาคารแห่งประเทศไทย เป็นนิติบุคคล มีฐานะเป็นหน่วยงานของรัฐที่ไม่เป็นส่วนราชการ หรือ รัฐวิสาหกิจ ในสังกัด กระทรวงการคลัง ตามกฎหมายว่าด้วยวิธีการงบประมาณและกฎหมายอื่น โดยมีหน้าที่หลักในการดูแลกำกับเรื่องการเงินของชาติ ทั้งออกกฎเกณฑ์และควบคุมสถาบันการเงิน นำออกหมุนเวียนซึ่งธนบัตรไทยรวมถึงการควบคุมการถ่ายโอนเงินตราระหว่างประเทศ และเฝ้าระวังอัตราแลกเปลี่ยนเงินบาทเทียบกับสกุลเงินตราอื่น,https://th.wikipedia.org/wiki/ธนาคารแห่งประเทศไทย,,,
th_____________________001,th,Thai,ธนาคารแห่งประเทศไทย,General Finance,บทบาทของ ธนาคารแห่งประเทศไทย คืออะไร?,"ปัจจุบันสมชัย สัจจพงษ์ เป็นประธานคณะกรรมการ, วิทัย รัตนากร เป็นผู้ว่าการธนาคารแห่งประเทศไทย, รุ่ง มัลลิกะมาส, อลิศรา มหาสันทนะ และปิติ ดิษยทัต เป็นรองผู้ว่าการธนาคารแห่งประเทศไทย",https://th.wikipedia.org/wiki/ธนาคารแห่งประเทศไทย,,,
vi_t_ng_s_n_ph_m_n_i___a_000,vi,Vietnamese,Tổng sản phẩm nội địa,Macroeconomics,Tổng sản phẩm nội địa là gì?,"Trong kinh tế học, tổng sản phẩm nội địa, tức tổng sản phẩm quốc nội hay GDP  là giá trị thị trường của tất cả hàng hóa và dịch vụ cuối cùng được sản xuất ra trong phạm vi một lãnh thổ nhất định  trong một thời kỳ nhất định .",https://vi.wikipedia.org/wiki/Tổng_sản_phẩm_nội_địa,,,
vi_t_ng_s_n_ph_m_n_i___a_001,vi,Vietnamese,Tổng sản phẩm nội địa,Macroeconomics,Vai trò của Tổng sản phẩm nội địa là gì?,"Gần đây, trong các tài liệu thống kê mang tính nghiêm ngặt, thuật ngữ tiếng Anh national gross domestic product- NGDP hay được dùng để chỉ tổng sản phẩm quốc nội, regional  gross domestic product- RGDP hay dùng để chỉ tổng sản phẩm nội địa của địa phương.",https://vi.wikipedia.org/wiki/Tổng_sản_phẩm_nội_địa,,,
vi_t_ng_s_n_ph_m_n_i___a_002,vi,Vietnamese,Tổng sản phẩm nội địa,Macroeconomics,Tổng sản phẩm nội địa là gì?,GDP là một trong những chỉ số cơ bản để đánh giá sự phát triển kinh tế của một vùng lãnh thổ nào đó.,https://vi.wikipedia.org/wiki/Tổng_sản_phẩm_nội_địa,,,
vi_l_m_ph_t_000,vi,Vietnamese,Lạm phát,Macroeconomics,Lạm phát là gì?,"Trong kinh tế vĩ mô, lạm phát  là sự tăng mức giá chung một cách liên tục của hàng hóa và dịch vụ theo thời gian và sự mất giá trị của một loại tiền tệ nào đó.",https://vi.wikipedia.org/wiki/Lạm_phát,,,
vi_l_m_ph_t_001,vi,Vietnamese,Lạm phát,Macroeconomics,Vai trò của Lạm phát là gì?,"Theo nghĩa đầu tiên thì người ta hiểu lạm phát của một loại tiền tệ tác động đến phạm vi nền kinh tế một quốc gia, còn theo nghĩa thứ hai thì người ta hiểu lạm phát của một loại tiền tệ tác động đến phạm vi nền kinh tế sử dụng loại tiền tệ đó.",https://vi.wikipedia.org/wiki/Lạm_phát,,,
vi_l_m_ph_t_002,vi,Vietnamese,Lạm phát,Macroeconomics,Lạm phát là gì?,Phạm vi ảnh hưởng của hai thành phần này vẫn là một vấn đề gây tranh cãi giữa các nhà kinh tế học vĩ mô.,https://vi.wikipedia.org/wiki/Lạm_phát,,,
vi_l_m_ph_t_003,vi,Vietnamese,Lạm phát,Macroeconomics,Vai trò của Lạm phát là gì?,"Một chỉ số lạm phát bằng 0 hay một chỉ số dương nhỏ thì được người ta gọi là sự ""ổn định giá cả"".",https://vi.wikipedia.org/wiki/Lạm_phát,,,
vi_l_m_ph_t_004,vi,Vietnamese,Lạm phát,Macroeconomics,Lạm phát là gì?,Lạm phát ảnh hưởng đến các nền kinh tế theo nhiều cách tích cực và tiêu cực khác nhau.,https://vi.wikipedia.org/wiki/Lạm_phát,,,
vi_l_m_ph_t_005,vi,Vietnamese,Lạm phát,Macroeconomics,Vai trò của Lạm phát là gì?,Các nhà kinh tế học thường cho rằng tỷ lệ lạm phát cao gây ra bởi sự cung ứng tiền quá mức.,https://vi.wikipedia.org/wiki/Lạm_phát,,,
vi_l_m_ph_t_006,vi,Vietnamese,Lạm phát,Macroeconomics,Lạm phát là gì?,"Tuy nhiên, quan điểm được số đông nhất trí là sự duy trì liên tục của lạm phát trong một thời kỳ nhất định là do sự cung ứng tiền nhanh hơn tốc độ phát triển kinh tế.",https://vi.wikipedia.org/wiki/Lạm_phát,,,
vi_l_i_su_t_000,vi,Vietnamese,Lãi suất,Macroeconomics,Lãi suất là gì?,"Trong kinh tế vĩ mô, lãi suất , là chi phí của việc giữ tiền  hay là chi phí của quyền sử dụng một đơn vị vốn vay nào đó trong một đơn vị thời gian , là tỷ lệ mà theo đó tiền lãi được người vay trả cho việc sử dụng tiền mà họ vay từ một người cho vay.",https://vi.wikipedia.org/wiki/Lãi_suất,,,
vi_l_i_su_t_001,vi,Vietnamese,Lãi suất,Macroeconomics,Vai trò của Lãi suất là gì?,"Cụ thể, lãi suất  là phần trăm tiền gốc  phải trả cho một số lượng nhất định của thời gian  mỗi thời kỳ .",https://vi.wikipedia.org/wiki/Lãi_suất,,,
vi_l_i_su_t_002,vi,Vietnamese,Lãi suất,Macroeconomics,Lãi suất là gì?,"Ví dụ, một công ty nhỏ vay vốn từ một ngân hàng để mua tài sản mới cho doanh nghiệp của mình, và ngược lại người cho vay nhận được tiền lãi theo lãi suất quy định cho việc trì hoãn sử dụng các khoản tiền và thay vào đó bằng việc cho vay nó cho người vay.",https://vi.wikipedia.org/wiki/Lãi_suất,,,
vi_l_i_su_t_003,vi,Vietnamese,Lãi suất,Macroeconomics,Vai trò của Lãi suất là gì?,Lãi suất thường được thể hiện như một tỷ lệ phần trăm của tiền gốc trong một khoảng thời gian một năm.,https://vi.wikipedia.org/wiki/Lãi_suất,,,
vi_l_i_su_t_004,vi,Vietnamese,Lãi suất,Macroeconomics,Lãi suất là gì?,"Các mục tiêu lãi suất là một công cụ quan trọng của chính sách tiền tệ và được tính tới khi xử lý các biến số như đầu tư, lạm phát và thất nghiệp.",https://vi.wikipedia.org/wiki/Lãi_suất,,,
vi_l_i_su_t_005,vi,Vietnamese,Lãi suất,Macroeconomics,Vai trò của Lãi suất là gì?,Các ngân hàng trung ương hoặc các ngân hàng dự trữ của các nước nói chung có xu hướng giảm lãi suất khi họ muốn tăng cường đầu tư và tiêu dùng trong nền kinh tế của đất nước.,https://vi.wikipedia.org/wiki/Lãi_suất,,,
vi_l_i_su_t_006,vi,Vietnamese,Lãi suất,Macroeconomics,Lãi suất là gì?,"Tuy nhiên, một lãi suất thấp như là một chính sách kinh tế vĩ mô có thể là rủi ro và có thể dẫn đến việc tạo ra một bong bóng kinh tế, trong đó một lượng lớn các đầu tư được đổ vào thị trường bất động sản và thị trường chứng khoán.",https://vi.wikipedia.org/wiki/Lãi_suất,,,
vi_l_i_su_t_007,vi,Vietnamese,Lãi suất,Macroeconomics,Vai trò của Lãi suất là gì?,"Điều này đã xảy ra tại Nhật Bản vào cuối những năm 1980 và đầu những năm 1990, sinh ra các khoản nợ lớn không được thanh toán cho các ngân hàng Nhật Bản và sự phá sản của các ngân hàng này và gây ra đình lạm trong nền kinh tế Nhật Bản (Nhật Bản là nền kinh tế lớn thứ hai thế giới vào thời điểm đó), với xuất khẩu trở thành trụ cột cuối cùng cho sự phát triển của nền kinh tế Nhật Bản trong suốt phần còn lại của những năm 1990 và đầu những năm 2000.",https://vi.wikipedia.org/wiki/Lãi_suất,,,
vi_ch_nh_s_ch_ti_n_t__000,vi,Vietnamese,Chính sách tiền tệ,Macroeconomics,Chính sách tiền tệ là gì?,"Chính sách lưu thông tiền tệ hay chính sách tiền tệ  là quá trình quản lý cung tiền  của cơ quan quản lý tiền tệ , thường là hướng tới một lãi suất mong muốn  để đạt được những mục đích ổn định và tăng trưởng kinh tế - như kiềm chế lạm phát, duy trì ổn định tỷ giá hối đoái, đạt được toàn dụng lao động hay tăng trưởng kinh tế.",https://vi.wikipedia.org/wiki/Chính_sách_tiền_tệ,,,
vi_ch_nh_s_ch_ti_n_t__001,vi,Vietnamese,Chính sách tiền tệ,Macroeconomics,Vai trò của Chính sách tiền tệ là gì?,"Chính sách lưu thông tiền tệ bao gồm việc thay đổi các loại lãi suất nhất định, có thể trực tiếp hay gián tiếp thông qua các nghiệp vụ thị trường mở; quy định mức dự trữ bắt buộc; hoặc trao đổi trên thị trường ngoại hối.",https://vi.wikipedia.org/wiki/Chính_sách_tiền_tệ,,,
vi_ng_n_h_ng_trung___ng_000,vi,Vietnamese,Ngân hàng trung ương,General Finance,Ngân hàng trung ương là gì?,"Ngân hàng trung ương (có khi gọi là ngân hàng dự trữ, hoặc cơ quan hữu trách về tiền tệ) là cơ quan đặc trách quản lý hệ thống tiền tệ của quốc gia/nhóm quốc gia/vùng lãnh thổ và chịu trách nhiệm thi hành chính sách tiền tệ.",https://vi.wikipedia.org/wiki/Ngân_hàng_trung_ương,,,
vi_ng_n_h_ng_trung___ng_001,vi,Vietnamese,Ngân hàng trung ương,Macroeconomics,Vai trò của Ngân hàng trung ương là gì?,"Mục đích hoạt động của ngân hàng trung ương là ổn định giá trị của tiền tệ, ổn định cung tiền, kiểm soát lãi suất, cứu các ngân hàng thương mại có nguy cơ đổ vỡ.",https://vi.wikipedia.org/wiki/Ngân_hàng_trung_ương,,,
vi_ng_n_h_ng_trung___ng_002,vi,Vietnamese,Ngân hàng trung ương,General Finance,Ngân hàng trung ương là gì?,"Hầu hết các ngân hàng trung ương thuộc sở hữu của Nhà nước, nhưng vẫn có mức độ độc lập nhất định đối với Chính phủ.",https://vi.wikipedia.org/wiki/Ngân_hàng_trung_ương,,,
vi_t__gi__h_i__o_i_000,vi,Vietnamese,Tỷ giá hối đoái,General Finance,Tỷ giá hối đoái là gì?,"Ví dụ, tỷ giá hối đoái ngân hàng trung ương giữa 131 yên Nhật và đô la Mỹ có nghĩa là ¥131 sẽ trao đổi lấy 1 đô la Mỹ, hoặc 1 đô la Mỹ sẽ trao đổi lấy ¥131.",https://vi.wikipedia.org/wiki/Tỷ_giá_hối_đoái,,,
vi_t__gi__h_i__o_i_001,vi,Vietnamese,Tỷ giá hối đoái,General Finance,Vai trò của Tỷ giá hối đoái là gì?,"Trong ví dụ này, giá trị của một đô la so với yên là ¥131, hoặc tương đương với việc giá trị của một yên so với đô la là $1/131.",https://vi.wikipedia.org/wiki/Tỷ_giá_hối_đoái,,,
vi_t__gi__h_i__o_i_002,vi,Vietnamese,Tỷ giá hối đoái,General Finance,Tỷ giá hối đoái là gì?,"Trong văn học kinh tế, không có sự đồng thuận về chính sách tỷ giá hối đoái quốc gia tối ưu (không giống như trong vấn đề thương mại, nơi thương mại tự do được coi là tối ưu).",https://vi.wikipedia.org/wiki/Tỷ_giá_hối_đoái,,,
vi_t__gi__h_i__o_i_003,vi,Vietnamese,Tỷ giá hối đoái,General Finance,Vai trò của Tỷ giá hối đoái là gì?,"Trong chế độ tỷ giá nổi, tỷ giá hối đoái được xác định trên thị trường ngoại hối, nơi mua bán tiền tệ diễn ra liên tục trong 24 giờ mỗi ngày, trừ cuối tuần (từ 20:15 GMT vào Chủ Nhật đến 22:00 GMT vào Thứ Sáu).",https://vi.wikipedia.org/wiki/Tỷ_giá_hối_đoái,,,
vi_ch__s__gi__ti_u_d_ng_000,vi,Vietnamese,Chỉ số giá tiêu dùng,Macroeconomics,Chỉ số giá tiêu dùng là gì?,Đây là chỉ tiêu được sử dụng phổ biến nhất để đo lường mức giá và sự thay đổi của mức giá chính là lạm phát (một chỉ tiêu khác để phản ánh mức giá chung là Chỉ số giảm phát tổng sản phẩm trong nước hay Chỉ số điều chỉnh GDP).,https://vi.wikipedia.org/wiki/Chỉ_số_giá_tiêu_dùng,,,
vi_th_t_nghi_p_000,vi,Vietnamese,Thất nghiệp,General Finance,Thất nghiệp là gì?,"Thất nghiệp trong kinh tế học, là tình trạng người lao động muốn có việc làm mà không tìm được việc làm hoặc không được tổ chức, công ty và cộng đồng nhận vào làm.",https://vi.wikipedia.org/wiki/Thất_nghiệp,,,
vi_c_n_c_n_th__ng_m_i_000,vi,Vietnamese,Cán cân thương mại,General Finance,Cán cân thương mại là gì?,"Khi mức chênh lệch là lớn hơn 0, thì cán cân thương mại có thặng dư.",https://vi.wikipedia.org/wiki/Cán_cân_thương_mại,,,
vi_c_n_c_n_th__ng_m_i_001,vi,Vietnamese,Cán cân thương mại,General Finance,Vai trò của Cán cân thương mại là gì?,"Ngược lại, khi mức chênh lệch nhỏ hơn 0, thì cán cân thương mại có thâm hụt.",https://vi.wikipedia.org/wiki/Cán_cân_thương_mại,,,
vi_c_n_c_n_th__ng_m_i_002,vi,Vietnamese,Cán cân thương mại,General Finance,Cán cân thương mại là gì?,"Khi mức chênh lệch đúng bằng 0, cán cân thương mại ở trạng thái cân bằng.",https://vi.wikipedia.org/wiki/Cán_cân_thương_mại,,,
vi_ng_n_h_ng_nh__n__c_vi_t_nam_000,vi,Vietnamese,Ngân hàng Nhà nước Việt Nam,General Finance,Ngân hàng Nhà nước Việt Nam là gì?,"Ngân hàng Nhà nước Việt Nam  là cơ quan ngang bộ của Chính phủ Việt Nam, là ngân hàng trung ương của nước Cộng hòa xã hội chủ nghĩa Việt Nam; thực hiện chức năng quản lý nhà nước về tiền tệ, hoạt động ngân hàng và ngoại hối; thực hiện chức năng của ngân hàng trung ương về phát hành tiền, ngân hàng của các tổ chức tín dụng và cung ứng dịch vụ tiền tệ cho Chính phủ; quản lý nhà nước các dịch vụ công thuộc phạm vi quản lý của Ngân hàng Nhà nước.",https://vi.wikipedia.org/wiki/Ngân_hàng_Nhà_nước_Việt_Nam,,,
tl_tubo_000,tl,Tagalog,Tubo,General Finance,Ano ang Tubo?,"Ang tubo /tu·bó/ ay isang genus ng 6 hanggang 37 mga species  ng mga matataas na damo , likas sa maiinit na lugar sa rehiyong tropikal ng Lumang Mundo.",https://tl.wikipedia.org/wiki/Tubo,,,
tl_tubo_001,tl,Tagalog,Tubo,General Finance,Ano ang papel ng Tubo?,"Ang mga ito ay matataba, maraming hilatsa ang tangkay, sa taas na 2 hanggang 6 na metro, at mayaman ang dagta nito sa asukal.",https://tl.wikipedia.org/wiki/Tubo,,,
tl_tubo_002,tl,Tagalog,Tubo,General Finance,Ano ang Tubo?,"Mayroong 13 milyong hektarya ng mga patanimang bukid ng tubo sa buong mundo, kasama ang mahigit sa 100 bansa na pinapatubo ang tanim.",https://tl.wikipedia.org/wiki/Tubo,,,
tl_tubo_003,tl,Tagalog,Tubo,General Finance,Ano ang papel ng Tubo?,Tinatayang nasa 2/3 ng mga tubo sa Pilipinas ay tinatanim dito.,https://tl.wikipedia.org/wiki/Tubo,,,
tl_palitan_ng_pera_000,tl,Tagalog,Palitan ng pera,General Finance,Ano ang Palitan ng pera?,Maaaring isa itong bangko o may kaugnayan at pinamamahalaan ng isang bangko.,https://tl.wikipedia.org/wiki/Palitan_ng_pera,,,
tl_kawalang_trabaho_000,tl,Tagalog,Kawalang-trabaho,General Finance,Ano ang Kawalang-trabaho?,"Ang kawalang-trabaho , ayon sa OECD (Organisasyon para sa Ekonomikang Pakikipagtulungan at Kaunlaran), ay kung ang mga taong nakatatanda sa nakatukoy na edad  ay hindi binabayaran sa pinaghahanapbuhayan o sariling hanapbuhay ngunit makakapagtrabaho sa tinutukoy na yugto.",https://tl.wikipedia.org/wiki/Kawalang-trabaho,,,
